@CAPACITY@,1500
@ITEM@,Item0,243,44.368992935037376
@ITEM@,Item1,894,254.59775212448454
@ITEM@,Item2,757,128.05426984060318
@ITEM@,Item3,305,825.3948097014161
@ITEM@,Item4,348,72.81580773634433
@ITEM@,Item5,177,150.66284516874128
@ITEM@,Item6,911,424.17529347954496
@ITEM@,Item7,985,462.05685830133194
@ITEM@,Item8,743,932.7592897863483
@ITEM@,Item9,936,37.08345017096604
@ITEM@,Item10,805,626.5278766652676
@ITEM@,Item11,637,509.9901660884718
@ITEM@,Item12,847,614.6243664923236
@ITEM@,Item13,148,884.6563556410543
@ITEM@,Item14,783,963.588340089011
@ITEM@,Item15,804,640.9293240267059
@ITEM@,Item16,322,106.55710389269468
@ITEM@,Item17,928,721.5642148733548
@ITEM@,Item18,11,476.26898501255977
@ITEM@,Item19,510,503.4984515661308
